L,a,b,c,xe,ye,th
1,-0.5003037933930337,-2.09297092962659,1.255977142991,0.2554170966541638,-1.973807406575753,-1.3372975800286238
1,-1.8083121416775423,-0.5364024840158428,1.3254237646399134,-0.4102617056414777,-2.538839642566362,-1.0192908610534714
1,-0.2541284995197488,-0.9672021643021314,1.2840995784861309,2.3083092554712428,-1.1282300904610227,0.06276891466425072
1,-2.901301132819328,-1.0160355579059748,-1.1009304878947013,-1.384038133922703,1.4158445237279011,-5.018267178620004
1,-1.3503533351783332,-2.654187658525636,0.3110160014441232,-1.2830512643167464,0.3082958123005578,-3.693524992259846
1,-1.3266996280045635,-1.1876531018948175,0.626693445850091,-0.8795578388108993,-2.507485884188903,-1.88765928404929
1,-2.778138042423209,-1.4610432213393154,1.1966171564354817,-2.3855187991741236,0.43573891939258325,-3.0425641073270433
1,-2.5822771512395057,-0.22956395832000087,1.3277847275616428,-1.7071101165087983,-1.8506545469783133,-1.4840563819978638
1,-1.6965809036430874,-0.9363360384120405,-0.8768018685939056,-1.9318466988218064,-1.1192528355145153,-3.5097188106490336
1,-0.8898834210222177,-0.6398048315504488,-0.681249436634142,0.07329028823154693,-2.5781648770147543,-2.2109376892068084
1,-2.7289357392440405,-1.03505697813728,0.5463627960487081,-2.725650668121319,0.25790623432049237,-3.2176299213326125
1,-0.761759478178953,-3.1273233531954436,-0.7652082321514821,-0.06783984622848505,0.9879172855422631,-4.6542910635258785
1,-2.6210922215255086,-0.25875533147888996,0.7784746793508477,-2.3395409975627293,-1.6185964309209295,-2.101372873653551
1,-0.5649742657066401,-0.2597253012157772,-0.5732111224336724,1.6954056771798984,-2.254830434319976,-1.3979106893560898
1,-2.451602021863806,-3.081678685017234,0.183881056614565,0.5552969630915663,0.8489163828176373,-5.349399650266475
1,-1.2977711884920389,-2.971221722005848,-0.2803063906102714,-0.32173150779884097,0.927070670181713,-4.549299301108158
1,-1.87037743160645,-1.3363962898431445,1.354621668362607,-1.5706547833955706,-1.8510051666390568,-1.8521520530869875
1,-2.214910160043461,-0.9701190264781827,0.001419112759233787,-2.5986642470841925,-0.7142042819163439,-3.18361007376241
1,-2.6328269648782294,-0.26375098699501187,0.3123671789437441,-2.6921230787373887,-1.2586363892735246,-2.584210772929497
1,-2.052249803786551,-0.5494607993565124,-0.05361953074153769,-2.2049228784892745,-1.8676825295495412,-2.655330133884601
1,-1.0879672625880255,-2.749919061617234,-0.7691386190119961,-0.40810711579405556,0.7501478830286331,-4.607024943217255
1,-2.8119298914015145,-3.1020624871788187,-0.9755829728136985,0.8081780209384076,-0.5327659498718107,-6.889575351394032
1,-1.991676611709687,-0.12274682858179942,0.800043339381086,-0.6721920979647942,-2.7358729439954006,-1.3143801009104004
1,-2.9439585942544713,-2.3241754808985924,0.20286726373044117,-0.10735772420999412,1.5915396065053424,-5.065266811422623
1,-1.1645978688452507,-0.8590824767429379,-0.9118161432518777,-1.0212778984451356,-2.022458682393338,-2.9354964888400668
1,-1.189068398851179,-0.0469896117712878,1.0215187748314198,1.6781211955235416,-2.085415886463159,-0.21453923579104694
1,-1.3873312943999603,-0.9454560818758928,-0.9952521880366205,-1.4905947884630315,-1.5213117812833417,-3.3280395643124736
1,-1.3268398969659212,-3.042253584217969,-0.4700282859882896,0.0313454760055249,0.9632407636022543,-4.8391217671721805
1,-3.1187243802286995,-2.695386875552991,-1.5145816894807496,0.393711515958464,-0.43598494631311513,-7.32869294526244
1,-3.021389976066104,-0.6365115482687118,-1.1316014380078117,-1.7853940876031509,1.3707882926822963,-4.7895029623426275
1,-1.3569958754200644,-2.411686871707922,-0.4988031763739835,-1.0279334730142966,0.5122117617040818,-4.26748592350197
1,-1.7947413029509007,-2.803183202373183,-0.7895260734544888,0.2886529144234006,0.7990956015110746,-5.387450578778573
1,-2.1666538650504172,-1.4409216254779007,-1.0391383784444912,-1.5202270345446183,0.6194776937940669,-4.646713868972809
1,-3.0100438939249665,-2.6937298094451414,-1.0058865232822956,0.7558546301351324,0.002697951374456664,-6.709660226652403
1,-3.0077661452356748,-1.0130165783026701,-0.36280374104128654,-1.9517436948040914,1.583224875673292,-4.383586464579631
1,-0.8331521190510296,-1.439574174272105,-0.2196756754520357,-0.7697195670317744,-2.1081943602974142,-2.4924019687751704
1,-0.9266360734853532,-1.279607194349127,0.3900272534376985,-0.23597354746832697,-2.5744462818830716,-1.8162160143967816
1,-0.8211213986963628,-3.1007047077515195,-1.1853861779791308,0.35529662950990104,0.8945994970189802,-5.107212284427013
1,-0.011395854113116055,-2.1973339605245386,-1.5013383345843507,-0.43832422671942395,-0.27637582300814934,-3.710068149222005
1,-1.0094844730918169,-2.1692902651338417,0.7172902108363624,-1.2445163358492284,-1.4382611221026842,-2.4614845273892962
1,-2.8394589447364798,-1.0888883485910967,0.4435143587443995,-2.602519844499194,0.7470474877431206,-3.484832934583177
1,-1.569172068328097,-0.49467463012440316,-0.24029530142155253,-1.141049887839858,-2.623830961071136,-2.3041419998740524
1,-2.2340329025847927,-0.5982727479421714,-1.264870317926908,-2.1453538312716716,-0.2757327167739646,-4.097175968453872
1,-2.4147880543494233,-0.42060144493397855,-0.5726386648828389,-2.665502006477017,-0.7026312879852727,-3.408028164166241
1,-0.7986051600805313,-1.771762376489795,-1.52430890920217,-0.7227045261543543,-0.4418412457529397,-4.094676445772496
1,-2.152856374827987,-1.2732202834691473,0.6303267282651555,-2.4503426389409046,-0.8936593107160817,-2.795749930031979
1,-2.2836150585534924,-2.039432362874779,-0.4153687974692317,-1.0075238320097604,1.168298980362265,-4.738416218897503
1,-2.5436865088164122,-1.1310500418061387,0.38586314117683984,-2.6769033293191526,0.0920791846825226,-3.288873409445711
1,-2.5656069707003755,-1.5704185814280767,0.04001912261592877,-1.9617215108961776,1.1097633311086887,-4.096006429512523
1,-1.0599955279204316,-2.7296840156987856,-1.0056651365873288,-0.22550355883055373,0.7278701559562124,-4.795344680206546
1,-0.3071338228201985,-2.4968809094365474,0.17179544231680688,-0.8634058681782493,-1.1211607782658635,-2.632219289939939
1,-1.890758073283874,-0.6739779716833154,1.556656817814114,-0.6192251062193527,-2.340448054296165,-1.0080792271530754
1,-1.825916666965199,-1.209806080152713,1.2660041834964173,-1.4443758055641538,-2.0535853050856825,-1.769718563621495
1,-2.5603036510286534,-0.3657499850889523,0.36897908015924585,-2.6465949005061455,-1.3147732387399467,-2.55707455595836
1,-2.3509983747222822,-0.944222303797051,0.6896429457381648,-2.551396187949649,-1.0684608813496135,-2.6055777327811684
1,-1.9290499452464809,-2.4568168845108547,-1.40348467788736,0.20913194694614967,0.48465809985087327,-5.789351507644696
1,-2.0721447115134257,-2.177339827738573,-1.132143193084475,-0.3067680593937907,0.8021181476104485,-5.381627732336473
1,-0.6575499531866549,-1.5290880012292611,-0.5881297631923171,-0.7196245094431909,-1.7861204844317202,-2.7747677176082335
1,-1.0504628535250498,-2.9759902018200832,-0.8230790478208614,0.00048559573289441715,0.8967837505748427,-4.849532103165995
1,-1.6600424801149525,-1.3301184176785397,0.2948323575885614,-1.9797496305084552,-1.5784724004910449,-2.695328540204931
1,-1.1304882037361716,-2.4233140744451824,-1.0932002770511164,-0.555359431066501,0.49387753667909273,-4.64700255523247
1,-1.0717053053335381,-1.8985183992688104,-0.2321149687144275,-1.5048801323701364,-0.9878407251784228,-3.2023386733167762
1,-2.515905844979361,-0.4461438918970715,0.6040657180746867,-2.5028575359624288,-1.470074229407436,-2.357984018801746
1,-0.5526413416966167,-1.5838888277473675,-1.0852496281160544,-0.6816812460216749,-1.2890314356528023,-3.2217797975600386
1,-0.5511729827903658,-0.8753295610080705,-0.2779916061741168,0.8624045519117243,-2.504370319255333,-1.704494149972553
1,-1.4387916368131983,-2.2002661605797114,1.2447375457139307,-1.4807187422822619,-1.1937410437822793,-2.394320251678979
1,-1.4485063164765124,-0.5358441890704468,0.3164553764955582,-0.3768272780954723,-2.903519808976613,-1.667895129051401
1,-2.81133374417302,-0.38312397770897366,0.44513353978249093,-2.8686056159544933,-0.6537330738133461,-2.7493241820995027
1,-2.528672733454985,-2.7513694425324218,1.326938535238014,-0.968720268890106,0.993234915596681,-3.9531036407493927
1,-1.0753891245830012,-1.1787256384547655,0.06723360070351969,-0.7338241930265044,-2.471404095945134,-2.186881162334247
1,-2.607105871249896,-1.8018462318312018,-1.3312375314912952,-0.3031673525278715,0.9616188101827503,-5.740189634572393
1,-1.4667869648513725,-2.9879394397660097,0.4933416618937887,-0.8333722586303945,0.7033963159403791,-3.9613847427235935
1,-2.0847453992657496,-1.8124052634690366,0.8885194884652505,-2.2106826323797595,-0.31768497581275457,-3.0086311742695355
1,-2.17970877535483,-0.6579224172387534,-1.4958925238470824,-1.8960004579938436,-0.19048802757753602,-4.3335237164406655
1,-2.397864656456919,-1.4712504217434603,1.5297327930936264,-2.1778934103068197,-0.730909179723192,-2.339382285106753
1,-1.7831953342285403,-3.0274580606816395,-0.7469544828017366,0.6354171344707056,0.6812154697681738,-5.5576078777119164
1,-0.8419694028214937,-0.5870655534506484,-0.550481523967806,0.40984683676646133,-2.653555081729926,-1.979516480239948
1,-2.6657820425885697,-2.169069897504572,1.0141472708492767,-1.5448953870019704,1.1625539150303252,-3.820704669243865
1,-0.2206773014134673,-3.072749024167448,0.8616548095258354,-0.7712244294584059,-0.7193377057610202,-2.43177151605508
1,-1.7637608912380052,-2.4808849573857357,0.5831791941217355,-1.5105240364348855,0.4079188745619699,-3.661466654502005
1,-1.2924542379755446,-2.437617011603877,-0.638922554361417,-0.8937102243918376,0.5352008791316286,-4.368993803940839
1,-2.4346392444300813,-0.5678221656475526,1.2642081300042078,-1.9173564923746587,-1.77421495484186,-1.738253280073426
1,-1.9570782115642242,-2.8012129478524694,0.8782619069642283,-1.0703826536117025,0.7457629976079218,-3.8800292524524655
1,-0.11843997079532809,-0.23946785921567226,1.172072801594921,2.616101800472159,0.2586739651035676,0.8141649715839208
1,-2.757238351141173,-1.7090273717986455,0.6408105732065796,-1.9458248364942998,1.226695330538463,-3.8254551497332385
1,-2.7783951288371087,-1.4975098339957378,1.474024145389544,-2.3003721088444014,0.21776327243012872,-2.801880817443303
1,-0.06494886322297111,-2.5646184041552895,-0.835488182028703,-0.8220028562343406,-0.2369954225227377,-3.4650554494069636
1,-0.034306783751379744,-2.756004194744255,0.3222540524766573,-0.7211420115919797,-1.0021550302066995,-2.4680569260189773
1,-0.30400591213601924,-0.5101709589902477,-1.4256611828560084,1.0203775849707115,-1.810921993254065,-2.2398380539822753
1,-2.4433422629279615,-1.1645335100408019,-0.7690128985611419,-1.9884552208834616,0.7509364902084029,-4.376888671529906
1,-2.971870764638083,-0.29463590134352113,0.5902730513965206,-2.871500671040393,-0.4930625136360691,-2.6762336145850836
